From	To
A0A024R7N1	GMIP
Q2XQG6	KLK9
A0A024RAU8	hCG_95764
A0A024RDL1	CCT6A
A0A140VJM3	PRKG2
A0A024RCE4	RASSF7
A0A024R1M4	CBX7
A0A024R4U0	ARFGAP3
Q5HYF3	DKFZp313J0816
A0A024R5E6	MAP3K11
A4D1M3	CPA4
A0A024RCI6	ARMCX1
A0A024R1K0	EIF4ENIF1
B4E3H0	ARL16
B4DF87	NCOA4
R9QE44	STAT2
A2ABF8	EHMT2
A2RUL8	KCNS1
B0YIY4	CD3D
A0A024RAZ7	HNRPA1
A0A024RB18	RDH5
A0A024RB38	STAC3
A0A2K4ZA02	PIGA
A0A024R3L9	VPS26B
A0A024R1L9	hCG_2010808
A0A024R625	PPP4C
J3KN53	MDM2
A0A024R3R3	TRIM17
A0A0S2Z5N0	BEND5
A0A024R6R4	MMP2
A0A024R4N6	ZNF577
A4D1T0	ZC3HDC1
A0A2R8YEG4	OR2A1
A0A024R0C3	NNT
A0A090N7W1	KCNH2
A0A140VJZ3	UBQLN3
E5KS95	TSFM
A0A024RD87	RNF32
A0A126GW95	OR8G5
A0A024QZF6	AKT1S1
D2XT27	OR12D3
A0A024R7F8	ACP5
A0A024RD47	NCOR1
D0IN09	STAC2
A0A024R9T6	SLAIN2
F6QDS0	hCG_2043426
A0A024RBM9	TCHP
A0A0U1WNF1	KIR3DL2
A4D0P7	ORC5L
A0A126GVG1	OR4S2
A0A024R9Y6	GNL3L
A0A024R6I6	SERPINA10
A0A024R042	BTN3A3
A0A024R3B3	CCDC82
A0A024RCN9	EHMT2
B6ZGT9	NR2E1
Q75MR5	TOM7
B4DJ51	HEL-S-72
R9QG79	STAT2
A0A024R608	RPLP1
A0A0U5J8I0	TNLG5A
C1K0Y1	HLA-Cw
A0A024RDB5	HNRPDL
A0A024R753	RBM28
A0A654IDC0	CXNQ
A0A024RBV4	MID1
A0A024R6R5	hCG_1811773
W0Z7M9	MRTFA
A8K3E0	NFE2
A0A024QZZ7	HIST1H2BD
Q6FGM0	SH3GL1
A0A0S2Z4A4	MLF1
A0A024RA49	ANLN
A0A0S2Z5E7	PALMD
B5BU36	TNFRSF10B
Q5T7Y6	S100A1
A4D2L1	RAMP3
Q5STP9	RXRB
A0A0S2Z5P5	MCMBP
A0A024R720	PIK3CG
A2ABF9	EHMT2
A0A024R4R9	LENG8
A0A024R8C1	TTF1
Q6IB29	EBNA1BP2
A0A024R6B5	HSPA2
A0A126GVN5	OR4K5
B2RBR3	LYPD3
A0A024R699	hCG_2039363
A0A0A8K8E6	URLC4
E5KS60	SUCLA2
V6E0U6	HLA-B
A0A024R1J2	RHBDD3
A0A024R029	ABT1
A0A024R1R5	PDGFB
E9KL36	TTR
A0A0E3SU01	BDNF
A0A384MDQ4	CST8
Q643R0	HCTP4
A0A126GWF9	OR11H1
B3KTP4	APOL6
A0A024R5I6	LRFN4
A0A024R0G0	CLCC1
Q6FG41	FOS
D9J307	HLA-B
A0A024R3L8	FLJ21103
A0A024QZ15	HCP1
A1LPE5	CCR3
A1MKQ8	PTPN7
A0A097PIJ6	CRYBA4
A4D1T6	ADCK2
I6L894	ANK2
A0A024RE06	LIG4
Q1MSX0	TP53
B4DVS0	SNRPB
A0A024R6Q2	C14orf172
A0A024QZA7	MGC13024
A0A024R5I4	SLCO2B1
A0A1D0BRL6	KIR3DL1
B3KX63	MUS81
B0YJ89	RIOK3
A0A0S2Z4G6	TPM1
A0A024R0G4	ZNF569
A0A384MR61	FBXO27
Q6FIB4	F11R
A0A024R1J1	hCG_40978
C7S316	KCNE1
A0A024RA92	GLI3
A0A0S2Z644	ZUFSP
A0A024RC48	GALNT1
A0A024R7C7	ILF3
A7E2E1	SMARCA4
A0A024RAM6	PTCD2
A0A024R4Y3	SLC43A1
A0A024RAC7	ALDH4A1
A5X2V1	SCNN1G
A0A1B1RVA9	LPL
A0A024RE02	PHGDHL1
A4D2D6	HRBL
A0A0S2Z4X0	AMMECR1
A0A024R3M1	THYN1
A0A024QZE6	C16orf58
A0A024R5H1	FOLR1
B8ZZU8	ELOB
A0A024R4Q2	ZNF160
A0A090N7X0	HIMAP4
A0A024RBF9	FLJ11259
A0A024R184	ALG2
A0A024RDL8	ASL
A1NY82	LEFTY2
A0A024R9G4	FAM49B
B0ZBF6	NR3C2
A0A1C9HIH9	ERMAP
D2IYL2	CDSN
C4N9M8	SLC39A9
A0A024R2B7	MRO
R9W7C9	PAX8
A1MA61	EPHA4
A0A024R9P6	FAM82C
A8K613	LYSMD3
Q69FE3	IRAK4
A0A080YUZ6	LYZB
B2RDF2	PES1
B6ZGS9	NR1H4
H7BYY4	PSTK
Q546Y9	AID
B2RCP4	IHPK2
A0A024RAQ5	hCG_95764
A0A024RDG0	SLC39A8
A0A024QYX2	GPRC5B
Q5U0E6	HEL-S-95
B1AT47	GMEB1
A0A024R7N6	PIK3R2
A0A090N8Z1	GPR154
A0A024RCG7	ARMCX2
A0A024R2W3	PRKAR2A
A0A024R8W9	C17orf62
A0A090N7T4	CRHR2
A0A024R886	TRUB2
A8K9L3	PLP1
B2RDW1	HEL112
A0A024R4J5	ZNF331
A0A024R4R6	ZNF42
A0A024RBK4	TRAFD1
A0A3B0INP7	ADIK
B5BU17	SIAH1
A0A024RCS7	KIFC1
A0A126GWD0	OR2B2
A0A384MTR2	PRDX3
A0A024QZL4	RHOBTB1
A0A024RDT8	RP11-301I17.1
R4RYZ7	EGLN1
A0A384MDU9	DCTN2
A0A024R6F4	NUMB
Q6IC14	RABL2B
A0A024R336	PHF7
B9A6J2	RAB3GAP1
A0A024RAJ9	ARSB
Q6FIC5	CLIC4
A0N0P2	CD80
A0A024QZW2	NOL7
A0A0S2Z5X6	L3MBTL2
A0A090N8N7	C7orf16
F1T0L2	CDHR1
A0A7I2YQ75	USP40
F6KD01	PTEN
A4D0T8	GPR85
A0A6E1WJ75	LDB1
A0A024R0Q6	ERCC1
B7ZLQ5	SMARCA1
B0YJC4	VIM
A0A654IBV7	CXNO
A0A024R5F0	MRGPRF
A8KAG8	ADRB3
A0A024QYX8	WAS
A0A024RC61	ANPEP
A8KAH9	RAP1A
Q5MAG5	HLA-A
A0A126GVP8	OR4D9
A0A024R388	THUMPD1
C4N362	KIR3DL1
A0A1R3UHJ7	KLK14
A0A250SH36	NMU
A0A126GWQ6	OR52H1
A2TDC0	TCAP
A0A024R7U9	ATP6V1H
I6QTG3	GPC3
A0A024R1Q2	CBX7
A0A126GWK9	OR2T1
A0A024R9W1	SPIN2
A0A024R297	SPIN
A0A024R8H5	TRAF2
A0A0U5J7Q1	TNLG7A
A0A024R8X1	hCG_1991559
A0A024R4W7	hCG_2044796
A1ML24	CNTN2
A0A024R6G3	FBLN5
A0A024R040	OXCT1
A0A024R6Y3	hCG_2027080
A0A0C4DFQ5	KLK4
A0A0S2Z5M8	ELAC2
E9PDG8	SNAP91
A0A2R8Y6P0	MSH2
F1T0G5	GNB3
A0A0C4DFM5	MYOT
A0A024QYR8	TM9SF2
A3R0T8	HIST1H1E
A0A024RA31	AQP1
Q6H2G3	KIR3DL1
A0A024R895	SET
A0A024R8S5	P4HB
A0A140VKE2	GSTA2
A0A024R732	SNTB2
A0A024R7M8	LOC115098
A0A024QZD9	ZNF668
A0A024R124	SLC38A1
A0A126GWS4	OR2J2
Q6I9R9	RORC
A0A126GW34	OR2L2
A0A286YFI7	OR11H4
A0A024R216	HDGFRP3
A2RUI7	ZNF248
A0A024R9B0	CCNE2
R9QE71	STAT2
A0A140VJU6	RP11-348A7.4
B4DFJ1	TINF2
H7C535	MAGI1
A0A024R870	LRSAM1
A0A024R001	TMEM14C
A0A224AV41	APC
A0A126GWB0	OR2A2
A0A024QZU6	FST
A0A0C4DG16	CALCR
B7Z3J9	LOC730098
A0A0S2Z3A9	BBS4
A0A024R7M2	MGC2749
A0A024R713	DLD
A0A024R1U4	RAB5C
A0A024R4V6	ALG12
E5KN95	APEX2
A0A024QZU0	RIPK1
A0A384MTN6	WFDC2
A0A024RCT1	TAPBP
A0A1L6Z9X4	LY6G6D
A0A0A0MQW6	ADAMTS10
B3KNX7	PAK1
A1LQZ3	PRICKLE2
A1LUE4	ABCG2
A8K517	RPS23
A0A024RC95	ALDH1A3
A0A024R1P3	POLR3H
A0A024R162	HEMGN
B1A4G6	GH1
A0A024R0N2	SERTAD3
A0A024R4R8	ZNF324
Q53XY6	PGF
B0ZTD4	FOXA2
A0A140VKF6	CAPZA3
R9QE53	STAT2
A4D1Q0	CHRM2
A4D2F2	HUS1
Q03870	GPErik
A0A024QZR9	FLJ90709
A0A024R2M8	XPC
A0A0S2Z5T8	ATCAY
A0A024RBY9	HCCS
A0A5F9ZHD2	ANK2
A4D177	CBX3
A0A024RBM7	PRDM4
A0A0G2JLE6	KRTAP4-8
M9VUD0	BMP5
A0A024R507	MS4A1
A0A024RB12	RASSF8
A0A024R9W4	TLR10
A0A384NYJ4	RP3-366L4.2
A0A024R7H1	IER2
A0A024R1Y6	PALM
A0A024RCR5	BRD2
C8C061	BMP2
A0A024R882	STOM
A0A024R2B1	SERPINB8
A0A024R2M6	ACAA1
A0A024RA60	FLJ10803
Q5UCE1	KIR3DL1
A0A024RCS3	DAXX
Q5KU18	KPG_010
A0A2R8YEV3	OR2A42
A0A024R8Z5	BRP44
B0YJ93	SCN4B
A0A024R9N6	EHD4
A0A024R355	THEX1
A0A024R8M1	ST6GALNAC2
A0ZT99	TSSK2
A2I2P1	CRY2
Q6FHW4	TCF7L2
A0A024R6K5	EVL
A0A384NPY7	LMAN2
B2R6D8	CDC42EP4
A0A024RAU0	OLR1
A0A1U9X8L0	SYNGAP1
A3KPE2	APOC3
A0A024R2B3	BCL2
E9PC62	CELF2
B4DXD0	TSNAXIP1
A0A024R052	TNFRSF14
A0A024RB87	RAP1B
Q53RX3	RDH14
H6SG14	COX4I2
A0A126GV80	OR10C1
A0A024R5T1	TCF12
A0A024QZA4	ST3GAL2
A0A024R6B9	ABCD4
A0A286YEW5	OR8A1
Q548N1	VPS28
A0A024R1G6	APOL3
A0A090N8Y2	ERP70
A0A024R5F1	MYEOV
F1D8P7	NR1H2
U5Y3L1	SP140L
A8K9Q8	hCG_2018639
A0A0D9SEJ8	ZNF280B
A0A024R156	hCG_1994888
Q549C5	MST065
Q4W5J1	EMCN
B2R8C6	PEX11A
A0A024RB20	GDF11
A0A024R5S8	CYP19A1
A0A024R273	SYK
A0A024RBH4	TCP11L2
A0A024QZI4	VRK3
A0A0S2Z428	KRT6A
A0A024RD12	ZFAND3
Q2L6J1	TRIM31
A0A0S2Z4X9	GFPT2
A4QPA9	MAP2K1
A0A024RBS3	NCOR2
A0A024QZ60	C17orf63
A0A024RBB5	CSRP2
A8K3Z6	ANAPC13
Q6IA61	C14orf133
A0A126GWJ7	OR10H2
A0A024R5Q4	GATM
B2RAZ5	B4GALT4
A0A024R4S6	ZSCAN5
A0A024RAV2	RECQL
J3KTL2	SRSF1
A0A0G2JMH6	HLA-DRA
A0A024R0V3	KLC3
A0A024R1Y7	LGP1
A0A024R6W4	LIN10
A0A0K0K1I4	HEL-S-289
A4D202	KIAA1950
A0A024R5J4	SSH3
F1D8N6	NR4A2
A0A024R813	EYA1
E9KL48	GLUD1
A8IK34	ANKRD40
A1L3Z9	QRICH1
Q5JPC1	DKFZp667O1614
H9NIM2	NR2C1
F1T0G6	MATK
A0A024R6S2	DOK4
A0A024R6P0	SERPINA3
A0A024R5Y2	MAP2K5
A0A140VJI0	DNAI1
A0A024RAC6	TCEB3
A0A024R7Z1	DNAJC5B
Q5T1M7	PRPF4
A0A024RA73	CARD4
A0A024QZ51	WSB1
A0A024R9D2	MTDH
A0A024R962	hCG_40889
A0A024R2H1	SATB1
A0A024R259	KIAA0427
A0A024RCL1	DDR1
A0A384MQX5	PEF1
A0A024R1U0	RANGAP1
Q13030	GYPA
A8K5J1	UMPS
A0A024RCF5	CXorf34
A1QKJ6	MGC12981
A0A1W2PS79	ARL9
A0A024R374	CTSB
A8KA82	DNAJC3
A0A0S2Z569	DAZAP1
A0A024QZL0	C10orf35
A0A024QZK8	HNRPH3
A4D0W0	LSM8
A0A0S2Z4K1	VHL
A0A024R9X6	GABRA2
Q5KU17	KPG_011
A0A024R5G0	C11orf51
Q9H2G0	UBE3A
A0A024R3Q0	ARF1
A0A024RC56	DET1
Q5TZC3	PACSIN1
A0A024R688	MNAT1
A0A024R6K8	WARS
A0A0S2Z577	VPS33B
A0A024R843	TRIM32
B2RE76	CHMP2B
A0A024RAP2	HMGCR
A8MPU2	ITGB1BP1
A0A024R1Z9	ATHL1
A0A090N8Y6	GHRHR
A0A024R9Y5	FGD1
A0A024QZM5	KIAA1274
A0A126GVU1	OR4S1
A0A024R385	SHOX
A0A024RBV0	NLGN4X
A0A024R398	ANKRD49
A0A024R429	CRYBA2
A0A024RBU5	PRKX
A0A126GWT2	OR2J3
A0A024R1Y3	NBR1
A0A024RBI2	UBE3B
A0A024R7W1	MTFR1
Q6IAZ3	VAMP4
D3DQX7	SAA1
A0A126GVS2	OR4K13
A0A024R430	LOC92691
A0A024R5Z3	SMAD3
A0A384P5H2	GIPC2
A0A024RDT6	C13orf1
A0A0A0MT67	MUC15
A0A0A0MS07	IGHG1
A0A0G2JKF9	GABBR1
A0A024R4N8	SYT5
Q5VU08	ADD3
A0A140VKA2	CLDN20
A0A024QZN2	hCG_2024613
A0A024R4I5	SPIB
A0A126GW96	OR2L13
A0A126GW86	OR5H6
A0A087X171	CPEB1
A0A024R0V4	VASP
Q53F96	CD2
A0A140VJQ8	PXN
C9J3P7	POPDC2
A0A024RBJ1	IFT81
A0A024R516	MS4A6A
A0A024RDY4	TFDP1
A0A024R0I0	DYRK1B
A0A024R1D7	GAL3ST1
A0A024R4B2	STK25
B7Z5R6	NBR1
A0A024R4U8	CERK
A0A2R7Z5J3	HLA-B
A0A024R8U9	PYCR1
A0A024R8Z1	MGST3
E7EPE2	MDM2
A0A024R0R2	EGLN2
A0A024R6J9	PRIMA1
A0A024R2I8	THRB
A0A126GW44	OR6C3
A0A0C4DFP3	OR2K2
A0A126GWJ2	OR4A5
A0A024QZ86	TBX2
A8K031	NDC80
A0A3B0IND4	ADII
Q9BPW0	PPP5C
A1LQR0	HESX1
A0A384MEB7	TEKT4
R4RZ18	EGLN1
A0A0S2Z5B3	ETHE1
Q5W009	RBM17
A0A024RBN1	PRKAB1
A0A024R7E0	BTBD14B
E0X079	KIR3DL1
A0A024QZZ4	ZNF322A
A0A024R607	PAQR5
A0A126GVE3	OR8J3
A0A0S2Z6V5	EFHA1
A0A075B6H4	KAT14
A0A024RC68	hCG_1991723
A0A090N8Y8	ZNRF2
C5H3H2	C10orf104
A0A024R564	FADS3
A0A024R6R7	MT3
A0A3B0IWW5	ADIO
A0A0A0MQS2	CLASRP
W4VSR2	MPND
A0A024RBB2	SLC16A7
A0A024RAN7	ANKRA2
D3DUW5	DNM1L
A0A024R3M7	NRGN
A4D1A1	LOC222171
Q2MD52	BASH
A0A140VJW3	SUSD2
Q9MYI6	HLA-B57
A0A024RE13	RNASEN
D3DRD5	FGFR2
B5BU25	U2AF2
A0A024R6Z7	DUS2L
A0A173ADK6	HLA-A
A0A140VJC9	LYPLA2
A0A024R2Y2	TMEM115
Q4FZ45	DKFZp686O2396
A0A024R809	SULF1
A0A126GWS8	OR11G2
A0A140VKH9	AGBL2
A0A2R8YEU8	KIFC2
Q5VZ77	CCL27
Q541A5	UFD1L
B2R4R0	HIST1H4J
A0A024R5Z4	PARP6
Q17RL8	PDZD4
A0A024R7R9	SLC34A1
B0YIY3	CAMK1
A0A024R9U4	LOC201895
A0A024R9B7	COX6C
A0A024R9J6	C8orf36
A0A024RDQ9	SLC7A1
A0A024R9D4	TMEM74
A0A0U5C0C5	KIR3DL2
A4D1T3	MRPS33
A1MA90	MRPL44
A0A024R854	CARD11
A0A024RAA7	ADIB
A0A024RD80	HSP90AB1
A0A024RCN7	SNHG32
A0A0S2Z4E1	SLC3A1
D3DU87	CASKIN1
G5EMR8	RAB15
A0A140VJN7	RP11-38O23.2
A0A024R971	FMOD
A0A024RC92	FES
A0A024R058	NADK
A0A024R045	hCG_37731
A0A384MR52	CCNB1IP1
A0A0C4DG07	NBN
B2R4A9	FXC1
A0A024RA38	KBTBD2
A3RJH1	DDX1
A0A024R702	CGI-38
A0A024R165	TRIM14
A0A024RC28	CHST9
A0A024RAR2	DUSP16
A0A024R0W2	MEIS3
A0A126GVT2	OR4N2
A0A024R880	CDK9
G1UD79	PABIR2
A0A024R6I3	TMED10
A8K1C4	GPR63
A0A024QZD6	LAT
A0A024RBQ8	C12orf49
A0A024RAV0	BCAT1
A0A384NYB9	SPINLW1
A4D0U1	IFRD1
A0A024R9E0	EBAG9
Q53RG0	tmp_locus_9
G3V1S7	HAS1
A0A024R4H6	KLK7
A4D1U0	TAS2R5
A0A024R6T5	FTS
A0A024RDE5	G3BP2
A0A024QZI2	hCG_1998059
A8KAF9	RP11-311P8.3
D3DPA4	ACVR1
A0A7I2UT39	CABCOCO1
Q5TCK7	PAQR6
A0A024R7K6	FKSG24
B3KM21	FAM36A
A0A140VKG8	PIWIL4
A0A1R3UCD2	KLNA1
A0A024RDH4	MGC26963
B5B0C2	GPR65
A0A140VJR0	PDE4D
A0A218MIY9	TSGA10
A0A024R2L6	RPSA
E2GH26	TCF7L2
A0A0F7RQP8	CGB3
A0A024R1M3	MGC17330
E9KL23	SERPINA1
A0A090N8P8	hIAN7
L7RTG7	FRS2
A0A024R7K8	AP1M1
A0A384P5H7	COL6A1
A0A024R3M3	ZNF202
A0A024R6D8	SFRS5
A0A0A0MT83	IVD
F8VU11	PRPF40B
A0A024R5I9	P2RY6
A3KPC7	HIST1H2AH
Q5UCD9	KIR3DL1
A0A024R9S2	ADAL
I6LEL6	KIR3DL1
A0A024RC16	CD99L2
A0A024RBV9	TBL1X
A4D1B8	FGL2
A0A024R5D2	MEN1
A0A024R7L2	HSPC142
E5KQS5	hCG_2044837
Q8N152	KIR3DL1
A0A0U1WNF3	KIR3DL2
A0A024R5U4	C15orf48
A8K3D2	REEP2
A0A024QZT0	VDAC2
A0A0G2JLQ3	KIR2DS5
A0A286YFI5	OR1S2
A0A0S2Z4S3	AXIN1
D0EPY3	LOC105372440
Q6NSJ8	CSF2RB
A0A0A0MQT0	RBP1
Q2LC95	HLA-A
A0A494C0F4	C9orf57
A0A2R8YEH3	LOC112268384
A0A0C4ZN31	KIR3DL1
G8JLG2	CDSN
A0A5F9UK94	AMPD2
A0A087WY31	YTHDF3
A0A5E8	GAS2L1
A0A024RCN4	ZSCAN26
B7ZKW7	EPHA5
A0A087WZ39	TRBV15
D3DX48	MPP2
A0A087WVD1	LENG9
B3KW44	METTL8
A0A384MDS4	hCG_18987
A0A024R9M9	CHP
A0A024RAL5	ZCCHC9
A0A024R8K1	ARSG
A0A0C4DFP5	RORA
A0A024R649	GNPNAT1
A0A024R0C8	hCG_2043376
A0A286YFC4	OR56A1
Q2L6G8	CDSN
A0A024RB15	RPL41
A0A024R881	ST6GALNAC4
A0A024RDV9	SPG20
A0A024R0L5	GSK3A
A0A0C4DGB0	SCOC
A0A024RAC5	RCC2
A0A2R8YDB8	SAP130
H9NIL4	RABGAP1
A0A5F9ZHR2	ANK2
A0A0A0MR39	MYEF2
A8K443	ELF5
A0A024RA75	HIBADH
Q9HBD4	SMARCA4
Q5H9R6	DKFZp686J1568
A0A024R141	CTSL2
A0A140VKB8	TMCO2
W4VSQ9	TRIP10
A0A0S2Z5D9	RBM23
A0A0G2JNT7	KANSL1
A0A024R4Z3	FAM111A
A0A024QZC1	CD2BP2
A0A384NYH5	ANKRD1
A1LQI8	GLT8D1
Q5TAQ4	IP6K3
A0A024R3W1	CHRM3
A0A140VK48	SLC23A2
A0A0A0MSN9	NELFE
A0A024QYX3	RBM3
A0A024RD41	RAB23
A0A0G2JS82	AP2A2
A1LNH5	LRRC3B
A0A126GVR5	OR7A17
A0A090N900	RHEB
A0A024R0L0	ZNF571
A0A024R6U8	MMP15
E5KS15	POLG2
C5MK56	HLA-B
A0A024R1M8	APOL2
A0A024R5F9	B3GNT6
A0A024RBK3	RPL6
A0A024R3A2	DCUN1D5
A0A024QZT4	SERPINB9
A0A024RB43	HSD17B6
B2R4S9	HIST1H2BE
A0A0G2JN84	ZNF280A
A0A024R4N9	TSEN34
A0A0S2Z3Y1	LGALS3BP
G5E9C8	SOS1
A0A024RD84	TRAM2
J3KNM7	COL4A4
E3NZD8	KIR2DL3
A0A090N7X6	GALNT11
B9EGC0	IL4R
A0A024R3A9	JOSD3
A0A126GW85	OR9Q2
A0A024R4R3	CNOT3
A8WFP2	MDM2
A0A024RBA9	RAB21
A1LQ23	GNAT1
A0A024RDS4	GJB6
A0A024RD82	MUT
A0A024QZT2	EXOC2
A0A024RCF8	SYTL4
E5KRG5	TYMP
A0A024RAN2	CAST
A0A384DVK4	R3HCC1L
A0A0G2JQF4	KANSL1
A0A024RBD8	CNOT2
A0A024R6W2	NUDT21
A0A2R8Y422	RPS27AP5
A0A5K1VDZ0	KIR2DL1
A0A126GVP1	OR3A1
Q8NHK7	KIR3DL1
Q53XS4	PTPN6
A0A126GVK6	OR5M9
A2TDB8	CSRP3
A0A024R7Q3	HIGD2A
A0A286YF54	OR10S1
A0A024QYV7	hCG_1994130
B5BU53	CDK9
A0A140VJY3	TSP50
E9KL37	OFD1
A0A126GVH6	OR4B1
A1NY77	TMEM63A
A8K563	CCBL1
C4N363	KIR3DL1
A0A7D9H7X8	MICB
D3DSR9	TNFRSF10B
A0A024QZ88	FBXO25
A0A024R1C1	PPIL2
A0A286YF06	OR6K6
A0A024RA96	PLA2G2A
A0A286YF24	OR5AU1
A0A024RAP7	F2R
A0A024QZS8	ZDHHC4
A0A024R4E5	HDLBP
A2RUM7	RPL5
A8K858	GPR55
Q68VJ8	GALNT16
B1AQP1	USF1
A0A024R8J3	SLC16A6
A0A024RCL4	ZNF323
B0ZBE8	NPPA
A0A077QP03	KEL
Q3MI84	RAD52
A0A0S2Z5C7	FAM64A
R4S1C5	EGLN1
A0A024R8T9	SYNGR2
Q53ZR5	SPHK1
Q6IBR2	FARSLA
A0A024R8L1	WBP2
A0A024RAY1	ATF7IP
A0A024R985	ELK4
V9HWG0	HEL25
B1APZ0	GNG4
V9HW27	HEL-S-101
A0A024RBA3	MBD6
A0A024QYW3	PLP2
E5KRX5	SURF1
Q58EZ4	KLHL9
A0A024RBZ0	hCG_1982709
A4D1D0	GRM3
A0A024R1L2	DUSP18
A0A024RAW0	SURB7
A0A024RDR0	HMGB1
A0N0N7	CX3CL1
A4D0V9	KCND2
A0A024RAP0	XRCC4
A0A024R1P7	UNC84B
X5D2P6	NLGN3
A0A024RB96	DTX3
Q53X93	CREB1
A0A024R601	CLN6
A0A024RBU9	NCOR2
B2R7W3	BCAS2
F1T0D1	OTX2
Q548T7	FOXP1
A0A126GWQ9	OR10J1
A0A024R4P7	ZNF582
A0A0S2Z570	RXRB
A0A024R928	SLC19A2
A0A024R120	TFCP2
A0A126GVF2	OR52K1
A8K1K8	C18orf55
A0A024R0Q4	PLD3
A0A024RAW7	MLSTD1
F1D8P8	NR1i1
A0A0A1EII5	FOXE3
A0A024R6F8	C14orf44
A0A024R879	C9orf43
A0A024R5X6	GABPB2
A0A024R922	C1orf112
A0A024R3F8	C1QTNF5
A0A140VJV1	SPATA6
Q6IAE6	KCNE3
A0A024R8I9	hCG_1780856
A4FU51	NARG1L
A0A024R128	C12orf44
A0A024RAS5	ARHGDIB
E9PAJ1	BCAP29
A0A024RBQ4	TBX3
C6SUN5	AgRP
A0A024R7E1	YIPF2
F1D8S0	NR6A1
A4D0V4	CAPZA2
A0A024RB47	TAC3
A0A126GVV4	OR1D2
A0A024R4Q4	ZNF329
A0A024RBV5	RAB9A
A0A024RCW8	DOM3Z
K4PZ75	LNIR
A0A024R2F9	TMEM43
A0A024RC00	CTPS2
A0A384ME17	TUFM
K4JQN1	BAX
A0A024QZS2	FLJ33641
Q53GM7	CNKSR1
Q17RA0	IL6ST
B2RMR2	SEC14L4
Q6IB39	RNASE6
F5H7J9	LRP6
A0A024R740	TSPAN12
A0A024R7R8	PRR7
A0A024R7Y0	SNTG1
A0A024R7N8	hCG_2045882
A0A024R876	WDR31
B2R5R8	D4S234E
A0A024R5J8	LRRC54
Q53XC6	LGMN
L8B8N7	Fam20A
A0A024RCT6	LST1
A0A024RBE2	ELK3
A8K0R3	OGN
A0A024R323	ABHD6
D3DPE6	WASPIP
A0A024R8M9	RECQL5
A0A024R7W0	IMPAD1
A8KAH6	HSPB2-C11orf52
A0A024R188	C9orf125
Q53XY9	PTHLH
B4DXL1	C11orf80
A0A024R3K6	KCNJ1
A0A024R0S1	PSG5
A0A140VK83	PPP1R7
Q7LC14	NFKBIE
A4D0Z4	GCC1
D3DPS3	MAP7D1
A8MXP9	MATR3
A0A0A0MQZ0	NCR1
A0A024R4T4	UBE2M
A0A140VKA8	ATP6V1E2
A1L4Q0	DGKE
Q53G26	DNAJA3
C3U3A0	DUX4
A0A024R4Q5	TFPT
A0A024RBW5	FAM9C
A0A024RC80	ARRDC4
A4D2J0	YKT6
A0A024R897	ARPC5L
A0A024RB32	PTGES3
A0A024R3C4	KDELC2
A0A024RAT5	SLCO1A2
A0A024RDK7	FLJ10099
A0A024R0K5	CEACAM5
A0A024R4Q0	ZNF154
A0A024RCJ9	HIST1H2BN
A0A024QZ20	MAPK7
A0A024R2A8	MAGED4
A0A024R6P3	CDCA4
A0A090N8Y1	C7orf33
G9JKG7	EPO
A0A024R7M0	TMED9
Q5DSZ6	UGT1A8
A3KLL5	ATP1B1
A0A126GVR3	OR10A7
A0A126GVC7	OR13C8
D3YJ43	MECP2
A0A024RC70	FURIN
A0A024R3V0	DNAPTP6
I3ZN85	HLA-B
A0A654IE64	CXNA
A0A024R5K5	ALG8
M1LAK4	OLFML3
A0A024R8H7	FBXW5
A0A384NPV7	FTHL17
Q2L6B3	UGRP1
Q53XC0	EIF2S1
A0A024RD37	VEGF
A0A140VJJ4	FAM71B
E5KNU5	POLG
A0A024R361	NEIL2
A0A140VJU5	SH3GLB1
A0A126GVJ8	OR51L1
A0A024R445	BCS1L
A0A7I2R3P8	NLRP3
A0A024R7B2	EDG5
Q5T8P4	WASF3
Q6IEG3	PDCD7
A0A024QZF1	hCG_19665
A0A024R9Y9	SPIN-2
A5JSJ9	CLDN1
A0A024R1L8	KCNJ4
A8K340	DCX
A0A024R829	POLE3
A0A024R6D3	ENTPD5
A0A024RBS0	DDX55
A0A024QYY3	PRPSAP2
Q5DR82	RAD52
A0A191URJ7	KIR2DL1
A0A024R3E3	APOA1
A0A024RD71	TNFRSF21
Q5TZP7	APEX1
E7EVC7	ATG16L1
A0A024R5H6	PACS1
A0A1W2PPI5	INTS6L
A0A024R5J7	LRRC32
A0A024R4X4	hCG_16873
A0A024R0Z1	C12orf54
D3DQW7	BTBD10
Q6I9R7	RARA
A0A140VKC4	MECP2
A0A024RC33	MAPRE2
A0A080YUZ5	LYZA
A0A0S2Z5L1	ABCF3
A0A0S2Z4W2	GAN
H0UI91	KCNQ2
A0A024R949	ACBD6
A0A024RD33	VEGF
Q53FM2	C1orf48
Q58EY0	RORB
A0A024R9F3	FBXO32
A0A024R036	DAB2
A0A087WW88	CHMP2B
A0A024R0F8	GPSM2
A0A2R8YE77	CASK
A4D0U5	TES
C4N359	KIR3DL1
A0A384MR33	SMC1L1
A1LPH3	PTHR1
A0A140VJP0	MAEL
A0A024R657	ARID4A
A4D1V4	MRPL32
A0A024R206	RNF126
A0A0M5MPK6	MGC17624
A0A286YF94	OR13D1
A0A024RBL7	MTERFD3
A0A286YFA5	OR9G4
